race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,is_code_valid
3,37,2,2,1,2,IT,3,3,3,4,4,3,5,5,2,2,2,4,2,2,2,2,1,1,1,1,1,3,1,4,1,3,3,5,5,4,4,3,5,2,3,2,5,1,3,4,3,2,4,3,3,2,5,3,4,4,True
11,18,1,1,1,1,AU,2,5,1,4,2,2,5,3,4,4,4,4,4,2,5,2,2,1,2,3,2,5,2,5,1,3,1,4,5,2,4,1,4,2,3,1,5,2,4,4,4,1,5,1,5,1,5,4,5,4,True
3,44,1,2,1,1,US,2,2,3,4,5,2,4,4,2,5,4,1,5,1,2,4,3,3,4,4,1,4,4,5,1,5,1,5,5,3,4,2,5,2,4,1,5,1,5,5,4,2,5,2,5,1,4,3,5,5,True
3,37,2,2,1,2,AU,4,4,4,4,5,1,2,4,2,3,4,2,4,2,3,4,4,5,4,4,2,4,2,4,2,4,1,4,5,3,4,4,4,1,1,3,3,2,2,4,4,1,4,1,5,1,5,4,4,4,True
3,21,1,2,1,1,US,4,2,5,2,5,1,5,4,5,3,2,3,4,2,3,2,3,2,2,4,2,5,4,4,2,3,2,4,4,5,3,4,5,5,4,4,3,4,3,3,4,2,4,1,4,2,5,4,4,4,True
1,26,1,2,1,1,US,1,2,1,2,2,1,1,3,3,4,5,2,5,1,4,4,4,4,4,5,2,4,3,5,2,4,2,4,5,3,3,5,5,4,2,5,3,2,4,4,5,2,5,1,5,1,4,3,5,5,True
5,40,2,2,1,5,CA,3,3,4,3,3,4,3,3,4,2,2,3,2,2,2,2,2,2,2,1,4,4,1,4,3,3,2,4,4,3,4,2,4,2,5,3,3,4,4,4,4,1,4,2,5,4,5,4,3,5,True
11,21,2,2,1,1,ID,1,4,4,5,4,5,4,5,4,5,5,1,5,4,5,5,5,5,5,5,5,3,4,5,4,5,4,4,5,5,3,1,5,4,5,4,2,4,4,5,4,1,5,1,5,1,5,5,5,5,True
3,18,1,1,1,5,GB,2,5,3,4,2,2,2,4,2,5,4,1,5,1,4,5,3,4,3,5,1,5,1,4,1,4,1,4,3,3,2,2,3,4,2,4,3,4,2,3,3,3,4,2,3,2,3,3,5,4,True
3,18,1,2,1,1,AU,4,1,5,2,5,1,5,3,2,2,5,3,5,3,2,4,3,1,2,3,5,4,2,5,1,5,2,5,5,5,3,5,4,5,2,5,2,1,3,5,4,1,4,2,3,3,5,4,5,4,True
4,18,2,1,1,1,BD,1,3,2,4,2,2,2,4,4,4,2,4,4,1,1,1,3,2,2,4,2,3,3,1,4,1,4,2,2,3,5,4,5,2,4,2,5,2,4,4,5,1,5,1,5,1,5,4,5,5,True
3,26,2,2,1,1,DE,2,1,5,1,5,1,5,2,4,1,5,1,5,2,5,5,5,5,5,4,1,5,1,5,1,4,1,5,5,4,2,3,2,3,2,4,2,3,3,3,5,3,5,3,5,1,4,5,5,5,True
13,18,2,2,1,1,PH,1,3,4,3,1,5,1,5,4,5,3,4,2,4,5,5,4,4,3,5,5,3,4,3,2,5,5,3,4,3,3,3,3,3,3,4,3,2,4,1,3,3,5,1,2,1,3,1,2,2,True
11,18,1,2,1,1,PH,1,5,3,2,3,4,2,4,3,5,5,2,5,4,5,3,5,5,4,4,5,4,1,3,3,3,3,3,2,3,3,3,2,3,2,5,3,3,2,3,1,5,3,2,2,4,2,2,5,3,True
13,21,2,2,1,3,PK,1,4,5,2,4,3,3,2,4,4,4,4,4,3,4,3,1,2,4,3,3,3,4,2,3,3,4,3,3,3,5,1,4,1,3,1,5,2,4,4,4,1,5,2,5,1,5,3,4,4,True
3,22,1,1,3,2,US,2,4,2,4,3,5,2,1,2,4,4,3,4,3,5,4,3,4,5,2,5,2,4,1,5,2,5,2,1,2,3,3,4,4,2,4,3,3,3,3,4,2,5,2,4,1,4,5,3,5,True
3,24,2,2,1,2,IT,2,3,2,3,3,3,2,4,3,5,5,2,5,3,5,4,4,3,4,3,1,4,1,5,2,5,2,4,5,4,3,3,4,2,3,3,4,1,4,5,4,1,4,2,4,1,5,4,5,5,True
5,18,1,1,1,5,US,5,3,4,3,4,3,5,2,3,4,3,4,3,3,2,2,2,1,2,2,3,4,2,3,3,4,2,4,3,4,4,2,4,2,5,2,3,3,4,3,4,4,5,3,5,1,3,3,3,4,True
13,22,2,2,1,2,PK,1,4,2,4,4,1,2,2,4,5,2,4,5,3,2,2,4,4,4,3,5,5,1,5,1,5,2,5,4,5,2,5,5,4,3,2,4,3,5,4,4,5,4,4,2,2,4,2,4,2,True
13,32,1,1,1,5,US,5,1,5,1,5,1,5,1,5,1,1,4,1,2,3,3,1,2,3,1,2,5,2,4,3,5,1,3,4,5,5,3,5,1,4,1,5,1,5,5,4,3,4,4,5,1,5,3,4,5,True
13,28,1,1,1,5,US,1,4,4,5,3,4,5,1,2,5,3,3,4,3,4,3,4,2,3,3,2,4,1,4,2,5,2,4,3,3,3,3,3,2,1,4,4,2,3,3,3,2,5,1,5,1,3,2,4,5,True
3,31,1,2,1,1,AU,3,4,4,4,4,3,2,4,1,4,3,4,4,2,3,2,2,2,4,4,2,4,2,4,2,2,2,4,4,4,3,4,3,4,3,2,4,2,4,4,3,3,4,4,3,3,3,3,4,3,True
3,20,1,2,1,2,US,2,3,3,3,3,3,2,4,3,5,4,3,4,2,2,3,3,3,4,5,2,4,3,5,2,4,2,4,4,3,4,3,4,3,4,2,5,2,4,4,4,2,4,2,3,2,3,3,4,4,True
5,18,1,1,1,5,US,5,3,3,3,4,3,4,3,3,5,2,4,4,4,2,2,2,1,2,2,3,3,2,3,3,4,3,4,3,4,4,2,4,2,5,3,3,1,4,4,3,3,4,3,5,1,4,3,4,5,True
7,33,1,1,1,1,AU,1,2,4,2,5,2,4,3,1,3,2,4,2,3,2,4,3,1,3,3,1,4,4,4,3,4,3,4,4,3,3,4,4,2,1,3,2,2,3,2,4,1,2,5,4,3,4,4,3,3,True
11,21,1,1,1,1,AU,2,5,4,4,3,4,2,4,4,5,4,3,4,3,2,2,4,3,4,3,2,4,3,4,3,2,3,4,4,3,4,2,5,3,2,2,4,3,3,5,5,1,4,1,4,2,4,3,4,5,True
3,29,2,2,1,5,SE,4,1,4,2,4,1,4,3,4,1,1,4,2,3,1,1,1,1,1,3,3,4,1,4,2,5,1,3,3,3,4,1,4,1,3,2,3,3,2,4,3,2,1,2,4,1,4,2,3,4,True
3,19,1,1,1,1,AU,3,4,3,5,4,4,2,4,2,5,3,5,4,2,3,4,3,2,4,3,2,4,2,4,3,4,2,2,4,3,2,5,3,4,2,3,3,3,3,3,4,2,5,1,4,2,2,4,5,5,True
3,46,1,2,1,1,AU,3,1,2,3,5,2,4,5,4,2,4,2,5,1,3,3,2,2,4,5,1,5,2,5,1,4,1,5,5,4,2,5,2,5,1,5,5,5,2,2,5,1,4,1,4,1,5,5,5,5,True
3,45,2,1,1,1,AO,4,4,4,3,4,2,4,4,4,3,3,4,1,3,1,1,2,1,1,1,1,5,1,5,1,4,1,4,5,5,4,4,5,1,3,2,4,2,4,4,5,1,5,1,3,1,5,4,4,4,True
1,33,1,2,1,1,TT,2,4,4,2,5,1,4,2,2,5,3,3,5,2,3,3,5,4,2,3,1,5,1,5,1,2,1,5,5,5,2,4,5,1,5,5,5,1,5,5,5,1,5,1,5,1,5,5,5,5,True
4,25,2,1,1,1,IN,2,1,3,5,4,1,1,2,5,5,2,2,5,2,5,5,5,4,4,5,1,5,3,5,1,5,1,5,5,5,3,2,4,2,4,1,5,1,4,4,2,3,4,1,5,1,4,1,5,5,True
13,23,2,2,1,1,ZA,4,1,5,1,4,1,3,1,5,2,2,4,3,2,2,2,2,1,3,1,1,5,1,4,2,5,1,5,4,4,4,3,4,1,3,3,3,2,3,4,3,3,3,2,4,2,5,3,2,5,True
5,29,1,2,1,1,US,2,3,1,3,1,2,4,4,2,5,4,1,5,1,1,5,5,5,4,5,4,1,3,4,3,4,2,4,4,3,5,1,5,1,5,2,5,2,4,5,4,1,5,2,5,3,5,5,5,5,True
6,18,1,1,1,5,US,4,1,5,2,5,2,5,2,5,2,1,5,2,4,1,1,1,1,1,1,1,5,3,5,2,5,1,5,5,5,5,2,4,1,3,2,4,1,5,3,3,2,4,2,5,1,5,2,5,4,True
13,21,2,2,1,1,PK,2,5,4,3,4,4,2,4,2,1,4,2,5,4,2,4,4,4,4,4,4,4,1,4,4,4,4,4,5,4,4,2,4,1,1,1,4,1,5,5,2,4,4,1,3,2,4,1,3,3,True
3,29,2,2,2,2,DK,4,2,5,1,5,1,5,2,4,1,1,5,1,5,1,1,1,1,1,1,2,5,1,4,1,1,1,4,2,4,4,2,4,1,4,1,4,1,2,5,5,1,5,1,5,1,5,5,5,5,True
3,18,2,2,1,1,RS,3,3,3,3,4,2,3,2,4,1,3,4,2,3,3,3,4,4,2,2,4,2,3,2,5,2,5,3,1,2,3,4,5,2,2,4,2,4,2,3,5,1,5,3,5,1,5,4,1,3,True
3,21,2,1,1,2,LT,1,4,2,4,2,3,1,4,2,5,4,3,4,1,4,4,5,4,4,4,2,4,2,4,2,4,2,4,3,3,1,5,3,5,1,5,1,2,2,2,3,4,3,2,2,2,4,2,5,4,True
9,22,2,2,1,1,PK,3,2,4,3,3,2,3,1,3,5,5,4,5,2,4,4,5,5,4,2,1,4,1,4,1,4,1,3,5,3,2,5,5,2,2,1,3,2,3,3,3,3,4,3,4,1,4,1,5,4,True
12,20,1,1,1,1,TT,4,1,5,2,4,1,2,3,3,5,5,5,4,2,5,5,5,5,5,5,4,5,5,4,4,5,2,5,3,3,3,4,3,3,2,5,3,3,2,2,2,4,4,4,4,4,5,1,5,4,True
3,20,1,1,1,1,AU,3,3,4,4,4,4,3,2,3,5,4,4,3,3,4,4,5,3,5,3,4,4,2,4,2,5,1,4,4,4,3,5,3,3,1,4,4,2,3,3,4,2,5,2,3,2,3,2,5,4,True
13,40,1,2,1,2,US,3,3,3,4,3,3,2,4,3,3,1,4,4,3,3,3,3,3,4,3,2,3,2,4,5,4,4,3,3,4,3,3,2,2,3,3,3,4,3,3,4,1,5,1,5,1,5,4,4,5,True
3,20,1,1,1,2,US,1,4,1,5,1,4,1,5,1,3,2,2,3,1,5,2,1,1,5,4,3,1,3,2,3,1,4,1,3,1,4,1,4,2,3,1,5,2,4,4,3,1,5,3,3,1,5,3,4,4,True
3,18,1,2,2,1,AU,4,3,4,2,3,2,4,2,4,5,1,4,2,4,4,2,2,2,2,2,1,5,2,4,2,5,2,4,4,4,2,4,4,2,2,4,4,2,4,3,5,2,5,2,4,2,4,5,4,4,True
1,33,1,1,1,1,AU,2,5,2,5,2,2,1,5,1,5,5,3,5,1,5,4,1,1,5,4,3,2,1,5,5,4,5,2,5,5,4,1,5,1,4,1,5,2,5,5,3,1,4,1,3,1,1,3,5,3,True
3,43,1,2,1,1,US,4,2,5,2,5,2,4,3,4,4,3,3,3,4,3,2,2,2,3,1,1,4,2,4,1,3,2,5,4,3,5,4,5,4,2,4,5,1,4,4,4,1,5,1,5,1,5,4,4,5,True
3,18,1,1,1,5,US,3,2,4,3,3,2,4,4,3,3,2,5,2,3,3,1,4,3,1,5,1,5,2,4,2,5,2,4,3,4,3,4,5,3,1,3,3,4,1,5,4,1,4,1,4,2,5,4,4,5,True
3,61,1,2,1,1,US,1,3,1,4,3,3,1,4,1,4,3,3,3,2,2,3,2,3,4,4,2,1,3,2,2,1,3,3,2,3,4,2,5,3,4,2,5,2,4,3,4,5,4,5,3,1,2,3,3,3,True
1,18,2,2,1,1,AU,3,2,4,1,5,4,5,3,5,1,4,3,4,4,5,3,4,4,3,4,3,3,2,3,3,1,3,3,2,4,2,3,3,3,3,2,4,3,1,3,1,2,5,2,2,2,4,2,4,3,True
3,18,2,2,1,5,RS,3,3,3,2,4,2,4,2,4,1,3,4,3,3,2,3,3,3,3,3,5,1,3,1,1,2,5,3,1,2,4,3,5,3,2,3,2,3,3,3,5,1,5,3,5,2,5,4,3,3,True
11,23,1,2,1,1,SG,3,5,1,5,1,5,1,5,1,5,4,3,5,3,5,4,5,5,5,5,5,1,5,1,5,1,5,3,1,3,5,1,5,5,5,1,5,3,1,5,5,3,5,3,5,1,5,5,5,5,True
13,55,1,2,1,5,GB,2,3,4,2,3,2,2,3,3,3,2,4,2,5,2,2,2,1,4,2,1,5,2,4,1,4,2,5,4,3,4,3,3,2,2,4,2,1,3,4,5,2,4,2,4,2,4,4,5,4,True
13,29,2,2,1,1,CR,1,3,3,4,2,5,2,5,1,5,2,3,4,2,3,3,3,3,3,4,3,4,1,3,4,5,4,4,3,4,4,3,3,2,3,1,4,5,3,5,5,3,4,5,4,3,4,5,4,3,True
3,26,1,1,1,1,US,2,3,2,4,2,3,2,4,2,4,4,2,5,4,4,4,4,4,4,4,2,3,2,4,3,4,3,4,5,4,2,2,5,2,3,5,4,2,5,4,3,2,3,2,4,2,4,4,4,4,True
3,48,1,1,1,2,US,4,1,4,1,4,1,4,2,4,2,2,4,4,4,2,2,1,2,2,1,1,5,2,5,2,5,1,4,4,5,3,3,4,1,3,2,3,2,3,3,4,2,4,5,4,2,5,4,4,4,True
13,52,2,1,1,2,US,3,1,4,3,4,2,3,4,2,3,2,4,4,2,2,2,2,1,2,2,2,5,1,4,3,4,2,4,4,3,4,4,5,2,2,3,4,3,4,4,4,1,5,2,4,1,4,4,4,4,True
3,21,1,1,1,1,AU,2,3,3,4,3,4,2,4,2,5,4,2,4,1,4,3,3,2,4,4,2,3,4,3,3,2,4,3,3,2,1,1,4,4,3,2,4,4,4,4,4,2,3,2,2,3,3,4,4,2,True
3,21,1,1,1,1,AU,3,3,3,4,4,2,1,2,4,5,4,4,4,3,1,4,4,1,3,2,2,2,1,5,2,3,4,5,5,3,2,4,5,1,2,4,4,3,2,5,5,1,5,1,5,1,5,5,5,5,True
1,19,2,2,1,1,PK,5,1,3,2,2,1,1,2,3,5,3,4,4,3,5,5,4,3,5,2,1,4,4,5,2,5,2,4,5,4,3,5,3,3,2,5,4,1,2,4,4,1,5,1,4,1,5,1,4,4,True
13,30,1,2,1,2,US,3,4,4,2,4,4,2,4,3,3,4,2,5,4,4,4,4,4,4,3,2,2,2,4,2,5,3,4,4,4,4,4,5,2,2,2,4,4,4,4,3,2,2,4,3,4,4,2,4,3,True
3,26,1,2,1,1,US,2,4,2,3,2,4,3,4,2,4,4,2,4,3,3,4,4,4,4,3,2,3,2,4,2,4,3,4,4,3,3,4,3,4,3,4,3,2,3,3,2,2,4,2,3,2,3,2,4,4,True
1,26,1,2,1,5,US,4,2,5,1,4,3,5,5,4,2,2,4,2,4,2,1,2,1,2,1,1,2,2,5,4,5,2,3,4,5,3,2,2,2,2,4,2,4,3,5,5,2,4,3,4,2,5,4,3,4,True
3,19,1,2,1,2,US,3,1,3,5,2,1,4,5,2,5,5,1,5,1,1,5,5,4,4,5,1,5,4,5,1,3,1,4,5,4,4,2,5,3,2,4,5,2,3,3,3,1,5,1,3,1,5,2,3,4,True
5,21,1,1,1,1,AU,3,3,1,2,2,4,1,2,4,5,4,4,4,2,4,4,4,3,1,3,2,2,3,2,5,3,4,2,2,5,2,5,4,2,1,4,2,5,1,3,1,2,3,3,3,3,4,2,3,2,True
1,46,1,2,1,1,US,2,2,4,2,5,1,4,2,5,4,5,3,4,2,4,5,4,5,5,4,1,5,1,5,1,5,1,4,5,4,3,2,5,1,3,1,4,1,5,3,3,3,4,2,4,1,4,2,5,5,True
4,35,2,1,1,1,IN,3,2,4,4,3,2,4,2,3,4,4,2,4,3,4,4,4,4,4,4,4,4,1,4,2,4,2,3,4,3,3,4,3,2,3,4,2,3,3,2,3,2,3,2,4,2,4,2,3,4,True
13,18,2,1,1,1,IN,4,1,5,3,4,2,4,2,4,2,3,4,2,2,3,4,2,2,3,2,5,4,1,4,2,4,2,4,4,4,3,4,4,2,4,2,3,2,3,3,3,2,4,3,3,2,4,2,3,4,True
3,53,1,2,1,1,GB,3,2,5,2,5,2,2,4,2,4,3,2,5,3,4,3,2,3,2,2,1,5,1,5,1,2,1,5,5,5,3,4,2,2,2,4,3,1,2,3,5,5,5,2,3,2,3,5,1,3,True
13,21,1,2,1,5,PK,5,1,5,4,5,1,5,1,4,2,5,5,4,3,1,2,1,2,1,3,5,5,1,5,1,5,1,5,4,4,2,5,4,5,3,4,4,3,4,4,3,5,4,4,2,5,1,2,5,2,True
3,46,1,1,1,1,US,3,2,5,3,5,1,5,4,3,3,2,3,4,2,1,2,4,2,2,3,1,5,1,4,2,3,1,4,5,5,4,5,4,1,4,2,4,1,4,3,4,1,5,1,5,5,4,3,5,5,True
3,40,2,2,1,2,CA,3,2,5,5,4,1,3,2,4,3,1,3,4,4,2,1,1,1,1,1,1,4,1,5,2,5,1,4,4,5,5,2,4,1,1,1,4,1,4,3,3,2,1,2,4,2,4,3,2,5,True
3,19,1,2,1,1,US,4,3,2,4,2,3,2,4,2,5,5,3,4,2,4,4,4,3,4,2,1,5,2,4,1,3,2,4,4,3,3,3,3,4,2,2,4,3,2,3,3,3,3,1,4,4,3,3,4,3,True
3,46,1,1,2,1,US,2,4,4,4,4,2,2,4,4,3,2,4,2,4,2,1,2,2,2,2,1,4,1,4,2,5,2,5,5,3,5,4,5,2,4,1,4,2,4,5,4,2,4,2,4,1,5,3,4,3,True
11,26,2,1,1,1,SA,1,4,2,5,3,1,1,1,2,5,4,2,4,5,5,2,2,1,3,4,5,4,1,5,2,3,2,2,4,5,5,4,2,5,3,4,5,2,5,5,4,1,5,1,5,1,4,4,5,5,True
11,19,2,2,1,1,MY,1,2,2,4,3,4,3,3,1,5,2,3,4,1,5,5,4,2,2,3,3,3,4,4,4,4,2,4,2,3,2,4,4,3,1,5,1,2,2,4,1,4,3,1,3,3,2,4,3,2,True
11,21,2,1,1,1,MY,2,4,2,4,3,3,2,3,2,4,5,5,5,2,5,5,3,3,5,1,2,5,4,5,2,3,3,3,3,2,2,5,3,5,2,4,3,3,3,2,3,5,5,1,3,2,3,1,5,3,True
1,27,1,1,1,1,US,4,2,4,2,3,2,3,2,5,3,5,2,5,2,3,5,4,4,4,3,1,4,2,5,1,5,2,4,5,4,3,2,4,2,3,1,5,1,4,4,3,3,5,3,4,1,4,3,4,4,True
1,19,2,2,1,1,PH,1,2,3,3,3,3,1,4,2,4,3,3,4,3,2,3,3,2,2,3,2,3,3,3,4,4,3,3,5,4,3,3,5,3,3,3,3,3,3,3,3,1,5,2,4,1,4,3,3,4,True
13,21,2,1,1,1,IN,3,5,2,5,4,4,1,2,4,4,2,2,4,2,4,5,2,2,4,2,4,4,1,4,2,5,2,4,4,5,2,4,4,2,2,1,5,1,4,3,3,3,5,4,5,5,3,1,4,5,True
11,25,2,2,1,1,PH,2,3,3,3,4,2,4,4,4,3,3,3,4,3,4,4,5,4,4,3,3,4,4,4,2,3,2,4,4,4,4,5,3,4,3,5,4,4,3,3,4,4,5,2,4,1,4,4,4,4,True
11,27,2,1,1,1,HK,4,2,5,3,5,1,2,3,3,1,2,2,2,3,5,1,2,1,1,1,1,3,1,5,3,4,1,4,5,5,2,5,1,5,2,5,3,3,2,4,4,1,5,1,5,1,4,4,3,5,True
3,36,1,1,1,1,US,4,2,4,4,5,2,4,4,4,2,4,4,2,3,4,4,2,2,2,2,2,4,1,5,4,4,2,2,4,4,2,4,5,2,2,2,3,5,1,5,5,2,5,1,4,1,4,5,5,5,True
5,29,2,2,1,1,MY,1,4,5,1,5,3,5,1,5,3,1,3,5,3,3,3,1,1,2,2,1,4,3,4,2,5,3,1,3,5,3,5,5,2,1,1,1,1,5,5,4,5,5,1,5,1,5,1,3,5,True
3,31,1,1,1,1,US,2,4,3,4,3,4,2,4,2,4,3,5,4,3,3,4,3,3,4,4,2,4,2,4,3,4,2,4,4,4,3,3,4,2,4,4,5,1,4,4,3,2,4,2,4,2,4,2,4,5,True
3,29,1,2,1,1,US,2,4,4,3,4,3,2,5,3,4,2,4,3,3,2,1,3,1,2,2,1,4,1,4,1,5,2,4,4,4,4,4,5,1,2,2,5,1,3,4,5,1,3,2,4,2,5,4,4,3,True
11,28,1,2,3,1,SG,4,1,4,1,5,1,4,2,5,3,3,4,2,5,2,2,3,2,4,1,3,3,1,3,4,3,3,3,3,5,4,4,4,3,2,4,3,4,2,4,5,1,5,1,5,1,5,5,4,5,True
3,42,1,2,1,5,US,1,5,1,5,1,1,1,5,3,5,5,3,5,1,5,4,3,2,1,5,1,2,1,5,1,5,1,5,5,5,1,3,5,2,1,5,3,1,2,3,5,3,5,1,5,1,3,5,5,5,True
4,21,2,1,1,1,IN,2,4,5,4,5,2,5,3,4,2,2,4,3,4,2,1,1,2,2,1,1,5,1,5,1,4,2,1,4,5,4,1,5,2,5,1,4,1,5,5,5,1,4,2,5,1,5,4,4,5,True
3,20,1,2,3,1,GR,3,3,3,3,4,3,3,3,3,3,4,2,4,2,3,3,4,4,3,2,2,4,2,4,2,4,2,3,4,4,4,4,4,4,2,4,4,3,4,4,4,2,4,3,4,2,4,4,2,4,True
9,19,1,1,1,1,SG,1,1,3,3,2,1,1,3,4,4,3,4,5,2,3,3,3,2,4,2,1,3,1,4,3,5,4,4,4,3,2,3,2,5,2,5,3,2,3,3,2,3,5,3,3,2,4,1,5,3,True
6,40,1,1,1,2,US,5,1,5,1,5,1,5,1,5,1,2,4,2,5,2,3,3,3,4,1,2,4,2,4,2,5,2,4,4,4,4,3,4,2,3,3,4,2,4,4,5,1,4,1,5,1,5,5,4,5,True
3,29,2,2,1,5,AT,2,3,3,4,3,3,1,5,1,4,5,3,4,3,5,4,5,5,4,3,2,4,2,4,2,4,4,4,5,2,2,3,5,3,1,1,5,3,2,4,5,4,5,2,5,1,4,4,5,5,True
3,18,2,1,1,2,RO,2,3,2,4,2,3,2,5,2,5,5,3,5,4,4,4,3,4,3,3,3,3,3,3,3,3,4,4,3,2,2,4,3,4,1,5,1,5,2,3,4,1,5,1,3,1,4,3,5,4,True
13,22,2,2,1,1,PK,1,5,1,2,1,5,1,5,5,5,2,2,5,4,3,2,2,2,4,3,5,1,1,5,2,5,1,5,5,3,3,3,2,2,1,1,5,2,3,2,4,2,3,1,1,3,3,4,5,3,True
3,18,1,1,1,1,AU,1,5,3,4,3,4,2,3,1,4,1,3,2,3,4,1,2,2,1,2,4,3,4,3,3,4,4,3,2,3,2,2,3,3,3,3,4,3,2,3,4,3,5,2,4,1,2,2,4,4,True
13,22,2,1,1,1,MY,4,4,4,3,3,2,4,4,3,4,2,4,2,3,4,2,4,4,3,3,3,5,3,3,3,2,2,2,3,5,4,1,2,1,1,2,3,3,2,3,4,1,3,2,4,2,3,3,4,4,True
5,19,2,2,1,1,SA,3,4,1,3,1,3,1,3,3,5,2,4,2,5,2,5,5,5,4,5,2,2,3,4,2,3,5,3,4,4,2,3,3,5,1,4,3,5,1,3,5,1,5,2,5,1,5,5,5,5,True
3,26,2,1,1,1,NL,3,1,5,1,5,1,5,1,5,2,2,4,2,4,2,2,2,1,3,2,1,5,1,5,1,3,1,4,4,5,4,4,4,2,3,2,4,2,3,4,5,1,5,1,4,1,4,3,4,5,True
11,30,2,1,1,1,HK,2,2,4,2,4,3,2,2,4,2,3,4,4,3,4,3,3,2,4,2,2,5,4,4,4,4,2,3,3,4,2,5,4,5,1,5,2,3,1,2,4,4,5,2,4,1,4,4,3,5,True
3,29,1,1,1,5,US,3,4,5,2,2,3,4,5,2,3,4,4,5,4,1,4,1,1,5,1,4,2,4,2,5,4,4,2,1,2,5,5,5,2,1,1,5,1,5,5,4,1,2,2,2,2,5,3,4,4,True
3,21,2,2,1,5,RO,1,5,1,5,2,2,1,5,1,5,4,2,4,2,5,4,4,4,3,4,3,4,2,4,2,3,2,3,5,2,2,5,2,4,1,5,1,4,1,2,5,1,4,1,4,1,5,5,5,5,True
11,20,1,1,1,1,PH,2,3,3,4,4,2,2,4,3,5,4,4,5,1,4,4,5,4,4,4,4,3,1,4,2,5,3,3,4,4,3,3,3,3,2,4,5,4,2,3,5,2,4,1,4,3,3,5,5,4,True
3,21,1,2,1,2,US,2,3,2,3,3,4,1,5,1,5,3,2,4,2,1,4,3,3,4,3,1,4,1,4,2,5,2,4,4,3,4,2,5,3,3,1,5,2,4,4,2,3,2,2,4,4,4,2,3,4,True
11,19,2,2,1,1,PH,2,3,3,3,3,3,2,2,3,3,3,3,4,3,3,3,3,3,3,2,5,4,2,5,2,3,2,2,3,3,3,3,3,3,2,3,3,2,3,2,3,2,5,2,3,1,3,2,3,3,True
3,18,1,1,1,5,RO,2,5,2,4,2,3,2,5,2,5,4,3,5,4,4,5,3,3,3,3,3,3,3,3,3,3,4,5,3,2,2,4,3,4,1,4,1,5,1,2,4,1,5,1,3,1,4,3,5,4,True
3,26,1,1,1,5,US,2,3,3,3,4,2,1,5,2,4,4,3,5,2,2,2,3,3,3,3,2,4,3,2,4,2,2,3,2,3,4,2,5,2,2,2,4,1,5,4,3,2,3,1,5,3,4,3,5,5,True
3,19,1,1,1,1,CA,2,3,2,4,2,5,1,5,2,5,2,2,5,3,3,3,3,3,3,3,1,3,3,5,1,4,3,4,5,3,3,3,4,4,1,5,4,3,2,3,4,5,4,5,3,1,5,4,5,5,True
11,18,2,1,2,1,TH,2,5,3,4,2,4,1,5,2,5,3,4,2,5,2,2,3,2,3,1,4,4,4,4,3,3,3,4,4,3,2,4,4,4,2,4,4,3,2,3,4,3,3,2,4,2,2,3,4,4,True
4,21,2,1,1,2,IN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,True
4,22,2,1,1,1,IN,1,4,3,4,2,4,2,3,4,4,2,4,2,4,2,2,4,2,4,2,4,2,4,2,4,3,4,2,2,2,4,3,4,3,3,2,3,3,4,4,3,3,3,3,3,3,4,2,2,2,True
3,19,1,2,1,1,US,2,3,4,3,3,1,4,3,4,4,3,4,3,1,3,4,4,3,2,4,1,5,1,5,1,5,1,5,5,5,4,4,5,2,2,3,4,1,5,5,4,1,4,2,5,2,5,4,5,4,True
11,24,2,2,1,1,TW,5,3,4,3,5,3,4,2,5,5,1,5,4,4,1,4,1,1,2,4,1,3,1,5,1,5,4,5,5,5,4,4,5,1,5,2,2,1,5,5,4,1,5,1,5,1,5,2,5,5,True
3,28,2,1,1,1,ES,4,2,5,3,4,2,4,4,2,3,2,4,2,5,2,1,1,1,1,1,2,4,2,2,3,3,2,4,3,4,3,2,2,1,3,4,4,2,4,4,3,3,3,2,3,2,3,2,3,3,True
1,21,2,1,1,1,IN,2,4,2,3,3,3,5,4,2,3,5,5,5,2,2,3,2,3,2,2,3,3,3,3,4,2,3,3,3,2,4,2,2,4,3,4,4,4,2,3,1,5,4,1,4,3,3,4,2,2,True
11,20,2,2,1,1,TH,2,3,1,3,2,4,1,2,2,3,3,4,4,1,5,4,4,4,2,5,2,3,4,3,2,3,5,1,4,3,3,4,3,2,1,3,2,2,2,3,4,5,2,2,3,2,5,4,4,3,True
3,20,1,2,2,1,US,2,4,4,4,3,3,4,4,2,3,3,4,4,2,2,2,3,2,2,3,1,5,3,5,2,3,1,4,4,3,3,2,4,3,3,2,4,3,4,4,4,2,5,1,3,2,3,4,5,4,True
13,37,1,1,1,5,US,3,1,5,1,5,1,5,4,5,1,1,5,3,5,1,2,1,1,2,1,1,5,1,4,1,5,1,5,5,5,5,1,5,1,5,1,4,1,5,5,5,1,5,1,5,1,4,5,5,5,True
