race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,is_code_valid
13,20,2,2,1,5,TR,4,2,4,3,4,2,4,3,4,3,4,3,4,3,3,4,4,3,4,2,3,3,1,4,5,4,4,4,4,3,4,3,5,2,3,2,4,3,4,3,4,2,3,2,3,1,4,3,4,4,True
3,24,1,1,1,1,CA,2,1,4,3,3,1,2,5,2,5,4,4,5,1,3,4,2,2,3,3,4,4,5,4,2,3,1,5,5,2,3,4,4,2,1,5,4,4,2,5,5,1,5,1,5,1,5,5,5,5,True
13,22,2,2,1,1,PK,3,1,2,3,2,2,2,3,4,2,3,4,4,3,4,4,2,3,4,4,2,4,1,4,2,5,2,4,4,4,2,4,4,1,4,2,4,3,2,3,3,4,2,2,4,2,4,2,4,4,True
3,34,1,1,1,1,US,1,5,3,5,2,3,2,5,1,5,1,5,1,2,2,2,2,1,2,2,1,3,1,5,4,4,3,3,4,5,3,2,5,1,1,2,2,3,2,4,4,1,5,1,4,1,5,4,4,4,True
3,24,1,1,1,1,GB,3,3,4,3,4,3,3,4,2,2,4,3,4,2,5,2,5,4,4,4,4,4,5,3,4,2,3,2,3,3,5,2,5,2,5,1,5,2,5,3,4,2,5,2,4,2,4,3,4,4,True
11,25,2,1,1,1,IN,4,4,4,3,5,5,1,5,2,5,5,2,5,4,1,5,2,4,5,1,4,5,5,3,1,5,2,5,5,1,2,3,5,5,2,5,1,4,1,5,1,1,5,1,1,1,5,2,2,5,True
3,18,1,2,1,1,GR,1,3,3,2,4,4,2,3,3,5,3,3,3,1,2,2,4,4,2,4,2,4,2,4,2,3,2,4,4,2,3,1,2,1,3,2,4,2,3,2,1,5,2,2,2,3,2,1,4,2,True
11,23,2,2,1,1,AU,1,2,4,5,3,1,3,3,2,5,4,4,4,3,4,4,4,4,4,4,2,2,4,4,2,3,2,4,4,3,2,4,3,4,1,2,2,2,3,3,4,3,3,3,3,2,4,3,5,3,True
6,31,1,2,1,2,US,3,3,4,2,4,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,1,4,2,3,2,3,2,4,3,3,4,4,3,1,2,2,4,3,3,3,5,1,4,2,5,1,5,5,5,5,True
3,42,1,2,1,1,US,2,2,5,3,4,1,2,4,2,4,3,4,4,3,2,2,2,2,2,3,1,4,1,5,2,5,2,4,4,4,4,4,5,1,3,3,5,3,4,4,5,2,3,2,5,2,5,4,4,3,True
3,25,2,1,1,1,IT,2,1,3,3,2,1,2,4,4,4,3,2,5,2,2,2,4,2,2,3,3,5,2,4,2,5,2,4,4,3,3,1,5,5,3,2,3,1,3,4,3,2,5,2,4,1,4,3,5,4,True
3,18,1,1,1,5,CA,1,4,2,5,1,4,1,5,1,5,2,4,3,4,2,2,3,4,3,4,2,3,3,4,4,5,4,4,3,1,3,1,3,5,3,5,5,1,3,3,3,5,2,3,3,5,1,3,1,1,True
3,20,1,1,1,1,US,2,3,2,4,2,2,1,4,3,4,4,4,3,3,3,2,3,3,2,4,1,4,1,5,2,4,2,4,4,3,3,5,3,4,2,4,3,5,2,2,4,1,4,2,4,2,4,4,5,4,True
3,22,2,1,1,1,IT,2,4,2,4,1,1,1,2,2,5,4,3,4,1,4,3,5,5,3,5,3,5,2,5,1,5,1,4,4,4,3,3,4,2,2,3,1,2,4,4,4,1,5,1,5,1,4,5,5,5,True
3,25,2,1,1,1,IT,3,1,4,3,4,2,3,3,3,3,3,4,2,3,2,2,3,2,2,2,2,4,1,4,3,3,3,3,4,4,3,4,3,4,4,2,2,3,3,3,4,3,2,3,3,3,4,4,3,3,True
3,19,1,2,1,1,US,2,5,1,4,4,1,1,2,5,5,5,4,1,1,1,1,5,5,1,3,3,5,4,3,5,3,5,1,5,5,4,5,5,3,1,5,1,5,2,5,5,1,5,1,5,1,3,5,5,5,True
13,18,2,2,1,5,US,1,5,3,4,3,4,1,5,1,5,3,3,4,2,3,2,2,2,2,3,1,4,1,4,1,4,3,4,4,3,3,2,3,2,5,3,4,3,4,3,3,4,3,3,3,3,3,2,4,3,True
3,21,1,1,1,1,BA,5,4,5,5,5,1,5,3,5,2,1,5,3,3,2,1,1,1,3,2,1,5,1,1,4,1,3,1,2,1,5,5,5,1,4,1,5,1,4,5,5,1,5,1,5,1,5,5,5,5,True
3,21,2,1,1,1,CA,3,2,3,3,4,2,2,4,4,4,4,2,4,3,4,4,2,2,4,4,2,4,3,4,2,2,2,4,3,2,3,3,4,3,2,3,5,3,4,3,3,3,5,3,4,2,4,1,5,3,True
3,24,1,1,1,1,US,5,3,2,2,4,4,2,4,5,5,4,2,4,3,4,2,4,4,4,3,4,5,3,4,2,5,1,5,5,5,4,3,4,4,2,1,5,2,2,2,4,3,4,2,4,1,4,1,5,3,True
1,28,1,2,1,1,US,1,2,5,2,5,2,1,3,1,3,3,5,5,4,4,3,1,2,4,1,1,5,1,5,1,5,1,5,5,3,3,4,5,4,1,1,4,3,5,3,1,4,5,1,4,1,3,1,5,5,True
11,36,2,1,1,1,US,1,1,1,5,2,1,2,5,1,5,5,1,5,1,5,4,3,4,5,5,1,4,5,3,2,3,2,5,1,2,1,2,5,3,1,1,1,1,4,4,4,5,5,4,5,1,1,4,4,4,True
3,21,1,2,1,2,US,2,2,2,4,4,2,2,4,2,4,2,4,2,3,2,2,2,2,4,2,2,2,2,4,2,2,4,4,4,4,4,2,4,2,2,2,4,2,4,3,4,2,4,2,4,2,4,2,5,2,True
3,23,2,1,1,1,SK,5,1,5,1,5,1,3,2,5,2,2,4,3,4,1,1,1,1,4,3,5,4,2,4,2,5,2,3,2,4,1,2,2,4,1,3,2,4,1,4,3,3,5,1,3,1,4,4,3,3,True
3,19,1,1,1,1,GB,2,3,3,4,4,2,1,4,4,5,1,5,2,3,4,1,2,4,2,4,4,4,4,2,4,2,2,1,5,3,5,4,2,4,1,5,1,5,1,4,4,1,4,1,4,2,5,4,4,5,True
12,20,1,2,1,1,GB,1,1,4,3,1,5,1,1,1,1,3,5,3,2,5,2,1,1,3,3,4,5,1,3,3,3,3,3,1,1,4,1,3,3,1,5,2,3,1,2,1,3,4,3,3,3,3,1,1,3,True
11,24,2,2,1,5,GB,4,2,5,3,2,3,2,2,5,4,5,1,5,2,4,5,5,5,4,4,1,5,3,5,1,5,2,3,5,4,3,3,3,4,3,4,4,2,4,3,2,2,3,2,3,3,3,1,2,3,True
3,33,1,2,1,5,AE,1,2,4,2,4,2,4,4,2,3,4,3,5,3,1,3,2,3,4,4,5,4,3,5,2,4,2,5,4,5,2,4,5,3,1,4,5,2,4,5,4,1,4,2,4,3,4,3,4,4,True
4,21,2,1,2,1,BD,1,5,1,5,3,4,1,2,5,1,4,4,5,4,1,4,4,4,3,5,5,1,3,5,2,5,3,4,5,1,4,5,5,5,2,5,4,3,4,1,1,5,5,3,1,1,5,1,4,1,True
4,20,2,2,2,5,BD,3,2,4,3,4,4,3,4,5,4,2,3,5,4,2,3,3,3,4,5,5,3,1,5,1,4,4,3,5,5,2,2,5,4,5,3,3,4,5,5,3,3,5,2,4,2,4,3,3,3,True
3,19,1,2,1,2,US,1,1,4,4,4,2,3,4,2,4,2,4,4,4,2,4,2,3,3,1,1,5,1,5,1,5,1,4,4,4,4,4,4,2,1,5,3,3,2,4,2,3,3,4,2,4,4,3,4,2,True
13,34,1,2,1,2,US,1,3,4,5,4,1,2,3,2,2,4,4,5,2,3,3,1,1,2,3,1,5,1,5,1,5,2,4,4,5,4,5,5,2,3,4,3,1,4,5,5,2,5,2,5,1,5,5,5,5,True
3,64,1,2,2,1,CA,1,3,3,4,3,4,2,4,2,3,4,4,4,1,3,4,4,4,4,5,1,4,1,4,2,4,2,4,4,4,3,3,4,3,3,3,3,3,3,4,3,3,3,2,3,3,4,3,5,3,True
3,34,2,2,1,1,SE,1,3,1,5,4,1,1,5,1,5,5,1,5,1,5,5,5,5,5,5,1,5,1,5,1,4,4,5,5,4,1,5,5,5,1,5,4,5,2,5,5,1,5,1,4,1,5,2,5,4,True
4,20,2,1,1,1,IN,3,1,5,1,5,5,5,1,3,1,5,5,3,3,5,1,5,3,1,5,5,5,1,5,1,5,3,5,5,5,5,5,5,3,5,3,5,3,2,5,1,1,5,1,5,1,5,3,5,5,True
3,49,1,1,1,1,US,4,3,3,3,5,3,4,3,5,5,5,2,5,1,3,4,5,5,5,5,5,4,2,5,1,5,1,5,5,3,3,1,5,3,5,1,3,1,5,5,4,4,4,1,4,1,5,4,5,5,True
3,26,1,1,1,1,NO,4,1,5,1,5,1,1,4,5,1,4,4,5,1,5,3,4,5,4,4,1,4,4,5,2,3,2,4,5,4,5,3,4,4,4,4,4,2,5,4,4,2,4,2,4,2,4,4,5,4,True
3,60,1,2,1,1,US,1,2,3,3,3,2,1,4,2,4,4,1,5,2,3,3,2,2,3,2,1,4,1,4,1,5,1,5,5,3,4,2,4,3,3,3,3,2,4,4,2,3,2,2,3,3,3,1,2,3,True
3,24,1,2,1,5,US,2,4,3,3,3,4,5,5,2,5,2,5,4,2,2,2,2,2,2,3,1,5,2,5,1,4,1,5,4,4,3,4,3,3,2,2,4,3,3,3,4,2,3,2,3,3,4,4,5,3,True
3,23,2,1,1,2,NL,3,2,4,1,4,2,3,3,4,2,1,3,4,4,4,2,1,1,3,2,1,4,2,5,2,4,2,4,4,4,3,4,2,4,2,5,3,4,3,3,4,2,4,2,4,2,4,4,4,5,True
3,32,1,2,1,2,CA,2,2,3,4,4,2,2,2,4,4,2,4,4,2,2,2,2,2,2,2,4,4,2,2,2,3,4,4,2,3,5,1,5,1,4,5,4,2,4,5,5,1,3,1,5,2,5,4,5,4,True
11,25,1,1,1,5,US,2,5,1,5,1,2,1,5,1,5,3,4,4,1,4,2,2,2,2,5,1,3,1,4,3,4,3,3,4,2,3,4,4,2,2,2,3,4,3,3,4,2,5,1,4,1,4,4,5,4,True
3,21,1,2,1,1,US,3,4,3,3,1,4,3,5,2,5,5,4,5,2,5,5,5,5,5,3,2,4,1,4,3,5,2,5,2,4,2,1,5,2,3,1,5,1,5,5,3,5,3,2,2,3,3,2,5,2,True
3,23,1,2,1,1,US,2,1,3,2,5,3,4,3,2,3,5,4,4,1,5,5,5,5,5,4,4,5,2,4,2,4,1,2,2,4,2,5,5,5,1,5,1,4,1,2,5,1,5,1,5,1,5,5,5,5,True
3,21,2,2,1,2,DE,1,2,3,3,4,1,1,3,2,4,3,3,3,2,2,2,4,3,2,4,4,4,4,4,3,3,3,3,3,3,3,3,3,5,5,4,2,4,2,5,5,1,5,1,5,1,5,5,4,5,True
3,55,1,2,1,1,US,2,3,4,4,4,3,4,5,2,2,3,4,2,3,2,1,2,2,1,2,1,4,1,5,2,4,1,4,5,5,2,4,4,3,2,4,3,2,1,4,5,2,3,2,4,3,4,5,4,3,True
3,47,1,2,1,2,US,5,2,5,1,5,1,5,3,3,2,3,3,2,3,3,4,5,3,4,2,1,5,3,5,1,4,1,4,5,5,4,3,5,1,4,1,4,2,2,5,5,1,5,2,5,1,5,4,3,5,True
3,29,1,1,1,1,US,1,5,1,5,1,5,1,5,2,5,3,3,4,3,3,3,2,1,5,2,2,1,1,3,4,3,5,3,3,2,2,3,4,2,1,3,3,2,2,2,3,3,3,3,2,3,4,3,3,2,True
3,28,1,1,1,1,US,5,4,4,4,4,2,4,2,4,3,2,2,2,2,2,3,3,2,2,1,2,4,2,3,3,3,2,3,4,4,4,3,4,2,3,2,4,3,2,4,3,1,5,2,5,1,4,4,3,5,True
3,18,1,2,1,5,US,5,1,5,1,5,1,5,1,5,1,3,4,4,2,2,1,4,3,2,2,1,5,2,5,1,5,1,5,5,4,2,5,4,5,1,5,2,4,3,4,5,1,5,1,5,1,5,4,5,5,True
3,23,1,2,1,2,US,3,2,3,3,4,1,2,4,3,4,4,3,4,2,2,3,4,4,2,3,1,4,1,5,3,5,2,4,4,5,4,3,3,2,2,2,4,2,4,3,5,1,5,2,5,1,5,5,5,5,True
3,26,2,1,1,1,CH,2,4,4,4,4,4,2,4,2,2,2,4,5,2,4,3,3,3,3,3,1,4,1,4,1,5,1,4,4,3,4,4,4,4,3,4,2,2,3,5,3,1,4,1,4,2,5,4,5,3,True
3,21,1,2,1,5,US,3,2,4,3,4,2,3,4,3,4,3,3,4,4,2,2,2,2,2,2,4,4,1,5,1,5,1,4,5,4,4,1,5,1,4,1,4,2,5,4,3,2,3,3,4,3,4,2,3,4,True
1,20,1,2,1,5,US,2,3,2,3,3,2,3,4,4,4,3,2,4,2,3,4,4,2,3,3,2,4,4,4,3,4,3,4,4,3,3,4,4,3,3,2,4,2,4,3,3,2,3,2,3,2,4,3,4,3,True
8,18,2,1,1,1,CO,2,4,1,3,2,4,1,4,2,2,4,2,4,4,4,4,4,4,4,3,4,2,4,3,4,3,4,2,3,4,3,4,4,4,4,4,4,3,3,4,2,3,4,3,3,3,3,3,2,3,True
13,23,1,2,1,2,US,3,1,4,3,3,1,5,3,3,5,4,3,4,2,3,4,5,4,5,3,1,3,3,4,2,4,3,4,4,3,3,1,4,4,1,5,3,3,2,3,2,3,1,3,3,1,3,1,3,2,True
3,48,1,2,1,1,US,1,2,3,3,4,4,1,2,5,5,2,3,3,2,4,2,3,3,4,4,1,4,3,5,1,4,1,5,5,5,4,5,5,3,2,4,4,1,4,5,5,1,3,1,5,2,5,5,4,3,True
3,22,1,2,1,1,US,4,2,5,1,4,1,4,3,4,2,5,4,3,2,3,4,4,4,4,2,1,5,3,5,1,4,1,4,5,4,3,4,5,4,2,2,3,3,3,3,3,1,4,1,4,1,4,2,4,5,True
3,42,1,1,1,1,ES,3,2,4,3,2,4,4,4,2,4,2,4,4,4,4,3,4,3,3,4,2,2,4,3,4,3,4,3,3,3,2,3,4,2,1,4,4,4,2,4,3,4,4,4,3,2,2,2,5,2,True
3,25,2,2,1,3,SK,2,4,4,4,2,4,2,3,3,4,2,4,5,3,2,2,3,2,3,4,4,4,3,5,2,5,4,4,5,3,3,3,4,2,3,1,4,2,4,3,4,2,3,1,3,1,3,3,4,3,True
3,33,1,2,1,5,GB,2,4,2,4,2,2,1,5,1,5,5,1,4,1,5,4,5,5,5,5,1,4,2,4,2,3,2,4,5,3,3,3,4,4,1,4,4,4,4,3,5,4,5,2,4,1,2,3,5,5,True
9,20,2,1,1,1,AR,2,3,3,4,3,2,1,3,4,5,2,3,4,4,3,5,5,4,4,4,1,4,1,5,2,5,2,3,4,5,1,5,2,5,1,5,3,2,2,2,3,1,5,1,3,1,3,2,5,4,True
13,20,1,2,1,2,US,1,4,2,5,2,5,1,2,2,5,4,2,5,2,4,5,5,4,4,3,1,4,1,5,1,5,1,5,4,5,1,5,1,4,1,5,2,2,1,1,3,1,5,1,2,2,1,2,5,4,True
3,50,1,2,3,2,US,4,2,4,2,4,1,4,2,4,2,2,4,4,4,3,2,1,1,3,1,1,4,2,4,2,5,2,5,5,5,4,2,4,2,2,2,4,1,5,4,4,2,4,2,4,1,4,4,4,4,True
3,19,1,2,1,2,IE,2,1,3,4,2,1,2,4,4,4,4,3,4,4,3,3,2,1,3,2,4,4,1,4,2,4,1,3,3,3,4,1,5,1,5,1,4,2,5,4,4,2,3,2,3,3,3,2,5,3,True
13,21,1,2,1,2,US,4,1,5,4,5,1,4,3,2,2,2,5,4,4,4,4,2,1,4,2,1,1,5,3,2,5,2,4,4,5,4,5,4,2,1,3,3,2,3,3,3,3,5,2,4,2,4,2,4,3,True
4,31,1,2,1,5,CA,3,3,4,3,4,2,4,2,4,4,3,4,4,2,2,2,5,5,3,4,2,4,1,4,2,2,2,4,3,5,3,4,5,3,3,2,4,4,2,4,5,1,5,1,4,1,5,4,5,5,True
3,32,2,2,1,1,ES,3,1,5,2,4,2,3,3,4,4,4,2,4,3,2,2,2,3,4,4,3,5,3,4,2,4,1,4,4,5,4,3,4,4,3,4,3,3,5,4,3,1,5,1,5,1,4,2,4,4,True
3,22,2,2,1,1,AR,3,3,3,1,1,3,3,2,4,3,1,4,3,3,1,1,1,1,1,1,4,2,2,2,3,1,4,3,1,3,3,3,5,3,2,3,2,3,2,5,5,1,5,1,5,1,5,3,5,4,True
1,31,1,2,1,1,US,2,5,1,5,2,5,1,5,1,5,5,1,5,1,3,5,3,3,4,5,1,2,1,5,1,5,5,5,5,3,3,1,5,3,3,5,4,3,3,3,2,3,4,3,2,3,4,4,5,2,True
3,20,1,2,1,5,US,3,3,3,3,3,2,2,3,3,3,4,3,3,4,3,1,2,2,1,2,1,4,1,5,3,4,2,3,4,5,4,2,5,1,3,1,5,3,5,4,2,2,3,3,3,1,4,2,3,5,True
1,19,1,2,1,5,US,3,1,3,2,5,2,4,3,3,2,5,1,5,3,5,5,4,4,5,4,2,4,1,5,2,4,2,4,4,3,3,2,2,2,3,4,4,2,4,4,2,3,4,2,4,2,4,2,5,4,True
3,19,1,2,1,5,US,3,1,5,5,5,1,5,3,4,1,5,3,5,2,2,3,2,2,3,1,1,2,1,5,1,5,1,5,5,3,5,3,5,2,4,1,5,2,5,5,4,3,1,3,5,1,3,3,3,5,True
3,20,1,2,1,1,IE,3,1,5,1,4,2,4,3,4,4,5,4,5,3,3,4,3,3,5,2,2,5,1,5,1,4,2,4,4,4,3,4,3,2,3,4,3,3,4,4,2,3,2,3,3,3,3,1,4,3,True
3,21,1,2,1,2,US,1,4,4,4,3,3,2,5,1,5,2,4,4,3,3,3,4,2,1,3,1,5,2,5,1,5,1,4,5,4,5,2,5,1,4,2,4,2,4,4,3,1,4,1,5,2,4,3,1,4,True
13,20,1,2,1,2,US,2,2,2,4,4,2,2,5,1,4,4,4,4,2,4,4,4,4,4,3,4,4,2,3,3,5,2,4,4,4,3,2,4,4,2,4,4,3,2,2,2,3,4,2,3,4,4,2,4,4,True
13,19,1,1,1,1,US,4,2,3,2,5,1,1,3,2,2,2,4,4,4,4,3,4,4,4,3,5,4,4,5,2,3,3,5,5,5,2,3,5,2,2,1,5,3,3,5,3,1,5,1,5,1,5,2,5,5,True
13,19,2,2,1,1,LB,4,3,4,1,5,1,4,3,5,1,2,4,2,2,2,1,2,1,2,1,2,5,1,4,3,4,2,4,4,4,4,4,5,2,3,4,3,3,4,3,4,1,3,2,4,1,5,4,3,5,True
3,24,1,2,2,1,US,2,3,4,3,5,3,3,5,4,2,3,3,4,1,2,2,3,3,3,4,2,4,1,5,1,4,2,5,5,5,4,4,3,3,3,4,5,2,5,4,4,3,3,4,4,2,4,4,5,3,True
3,23,2,2,1,1,IT,4,1,3,4,5,1,3,2,2,3,5,1,5,3,5,5,5,5,5,2,5,4,3,4,1,5,1,5,5,5,2,3,5,5,4,3,4,1,5,4,3,5,3,5,5,2,5,4,4,5,True
3,20,1,2,1,1,IE,4,1,5,1,4,1,4,3,3,2,1,5,2,5,4,1,1,1,2,1,1,4,2,4,2,4,2,4,4,5,1,5,2,2,1,5,1,5,1,4,2,2,4,2,4,2,4,2,3,4,True
3,20,1,2,1,1,IE,3,2,4,2,4,2,4,4,4,1,1,1,4,4,4,2,1,2,2,2,2,4,2,4,2,4,2,4,4,4,1,5,4,3,1,5,3,5,1,5,2,2,4,2,5,2,5,2,5,5,True
3,21,1,2,1,5,US,3,1,5,1,5,1,5,3,5,1,4,5,3,5,4,3,2,2,3,1,1,5,2,5,1,5,1,5,5,5,2,1,5,2,2,2,3,3,4,4,4,3,5,3,5,1,3,3,4,5,True
13,19,1,2,1,5,US,4,2,5,3,5,1,5,2,5,1,5,2,5,3,2,4,3,3,5,3,5,5,5,3,3,1,3,5,5,5,5,2,5,2,5,1,5,1,5,5,5,3,5,1,4,1,5,5,5,5,True
3,22,2,1,1,2,SE,3,2,3,4,3,3,2,5,1,5,3,4,2,1,2,1,4,4,1,4,1,5,1,5,1,5,2,1,5,5,2,3,3,4,2,4,4,3,2,4,3,1,4,1,4,1,3,2,5,3,True
3,37,2,2,1,1,IT,5,1,5,2,5,1,5,2,5,4,2,3,4,2,4,2,3,3,3,3,3,5,2,4,2,4,2,2,4,5,3,5,4,5,3,5,1,3,2,3,5,2,5,2,4,1,5,5,5,5,True
13,20,1,2,1,5,US,3,3,3,3,3,3,3,3,3,5,2,3,3,2,2,2,2,2,2,2,4,4,1,4,2,4,2,4,4,4,3,2,5,2,3,2,3,3,3,3,3,2,4,2,4,2,5,2,3,4,True
3,18,1,2,1,1,US,2,4,4,4,3,4,2,4,5,4,2,4,2,2,2,1,2,2,1,4,2,4,1,4,1,4,1,5,3,4,4,2,4,1,4,2,5,2,3,4,4,1,4,1,5,2,5,3,4,4,True
3,19,1,2,1,5,US,2,4,3,3,3,2,4,3,2,4,5,2,4,3,2,3,1,2,2,2,1,4,1,3,1,3,1,3,2,3,4,2,4,2,3,2,5,3,5,3,3,2,3,2,4,2,4,2,4,3,True
3,20,1,2,1,5,US,2,4,4,5,2,5,2,5,4,5,3,5,5,1,1,2,3,1,4,2,1,5,3,3,1,4,2,1,5,4,3,2,5,1,4,1,5,1,5,4,1,1,5,1,1,5,4,1,5,1,True
1,29,1,2,1,1,US,2,4,5,4,3,3,2,5,1,4,4,3,4,2,4,3,4,3,5,3,1,3,1,4,3,3,2,4,3,3,3,5,3,1,1,4,2,3,2,3,3,3,3,3,3,2,4,2,4,2,True
3,50,1,1,1,1,US,5,1,4,2,5,1,4,2,5,2,4,2,4,2,4,4,3,4,4,4,1,5,2,5,1,5,1,4,4,5,3,5,4,4,1,5,2,2,3,4,4,2,5,1,5,1,3,4,5,5,True
3,72,1,1,2,1,US,1,4,3,4,3,2,1,5,1,5,4,4,4,5,3,5,1,1,4,1,1,4,1,5,1,5,3,4,4,4,3,4,5,4,2,5,3,2,2,5,3,2,5,1,2,2,3,4,5,4,True
3,32,1,2,1,2,US,3,3,4,2,4,1,4,3,3,3,4,3,4,3,3,3,2,2,2,2,1,4,1,4,3,5,2,4,4,4,4,2,4,2,3,2,4,2,3,3,5,1,4,2,4,1,4,5,4,5,True
3,18,1,2,1,2,US,1,4,2,4,3,2,1,4,1,4,3,4,3,3,2,2,2,2,3,2,4,3,2,2,4,1,4,2,2,2,4,2,5,2,2,2,4,2,3,5,5,1,3,2,3,2,5,5,4,3,True
4,22,2,1,1,2,US,1,5,2,5,2,3,1,5,2,5,5,2,4,3,5,2,5,4,1,2,5,4,1,5,1,3,2,3,4,2,4,3,5,4,4,3,4,2,4,5,5,1,5,1,5,1,5,5,5,5,True
3,22,1,1,1,2,US,5,1,4,1,3,1,3,5,5,3,1,4,4,5,2,4,3,3,3,1,4,5,4,2,2,3,2,4,3,4,3,2,4,2,4,2,3,3,3,3,2,1,5,2,5,2,5,3,4,4,True
3,20,1,2,2,1,US,3,2,5,3,4,2,5,2,1,4,4,2,4,2,3,2,4,2,4,1,1,4,3,4,2,4,2,4,4,3,5,3,4,2,2,2,3,2,4,3,5,3,4,3,4,3,4,5,4,3,True
3,18,1,1,1,1,US,3,5,2,5,2,5,3,5,2,5,3,5,4,2,1,1,2,1,2,2,3,3,1,2,3,3,3,4,2,3,5,2,5,2,2,1,5,2,3,4,4,1,4,1,3,2,4,3,3,3,True
3,21,1,2,1,1,US,1,5,1,5,1,5,1,5,1,5,5,3,5,3,1,3,2,2,1,3,1,3,1,5,2,4,2,4,3,3,3,1,4,4,1,2,3,3,3,4,4,2,5,1,5,1,4,3,5,5,True
13,18,1,1,2,5,US,1,4,4,4,4,2,4,5,4,1,1,5,1,5,1,1,1,1,2,1,4,2,3,2,4,1,4,3,1,3,4,1,4,4,2,4,1,3,1,3,5,1,5,1,5,1,4,2,5,5,True
3,20,1,2,1,1,GB,5,1,3,1,5,1,5,1,5,2,5,3,5,2,4,1,5,4,4,4,4,5,4,4,2,1,1,4,3,5,3,5,2,2,2,1,1,1,2,3,5,2,5,2,4,1,5,4,4,5,True
11,21,2,2,1,1,ID,1,2,4,2,4,1,4,3,4,5,5,2,5,2,5,5,5,5,3,4,2,4,2,4,2,5,2,2,3,3,2,2,1,4,2,5,1,4,3,3,3,3,3,3,3,3,3,3,5,2,True
13,27,1,2,2,1,PR,4,1,5,1,5,1,5,3,5,3,3,3,4,3,3,4,2,3,3,3,1,5,1,5,2,5,1,5,5,4,4,1,3,3,3,3,5,3,3,4,3,3,1,4,3,4,3,1,4,3,True
11,19,2,1,1,5,SG,2,3,3,3,2,5,1,3,2,4,4,3,4,3,4,3,3,3,4,3,3,3,2,3,3,4,2,3,3,3,3,3,3,2,3,4,3,3,3,3,2,3,3,3,3,3,3,2,3,3,True
4,34,2,1,1,1,KR,4,5,3,5,3,5,2,5,1,4,5,4,5,2,5,4,5,5,4,5,5,5,1,5,1,5,1,5,5,5,4,1,5,1,4,1,5,1,5,2,2,1,5,1,2,1,4,1,5,3,True
13,19,1,1,1,1,US,2,4,2,5,3,4,2,5,1,4,2,3,4,2,2,2,2,2,2,1,3,2,3,3,2,3,3,3,2,3,3,1,3,4,2,4,3,3,2,2,3,2,3,5,3,3,4,3,4,3,True
3,18,1,2,1,5,US,2,1,4,3,4,1,3,3,3,3,3,2,5,1,3,3,3,3,4,4,1,4,2,4,3,4,2,3,3,4,3,2,3,2,2,1,4,2,2,4,4,2,5,1,4,1,4,4,4,5,True
11,18,1,2,1,1,US,1,4,1,4,2,3,1,4,1,4,5,3,5,1,2,3,4,3,3,4,4,3,2,3,4,2,4,3,2,1,3,4,4,2,3,2,3,4,3,4,4,2,3,2,3,3,4,4,5,4,True
13,32,2,2,1,1,AU,3,3,4,3,4,4,3,3,4,4,2,4,2,1,2,2,2,2,2,1,4,4,1,3,4,4,3,4,4,3,4,1,4,1,5,1,1,1,4,4,4,3,2,3,3,2,4,4,2,3,True
13,24,1,2,1,1,US,1,2,3,5,3,2,1,3,3,4,4,3,5,2,2,4,5,4,4,4,1,4,2,5,2,4,2,4,4,3,4,4,2,3,4,4,3,2,4,3,2,4,5,4,3,2,2,2,4,3,True
3,32,1,2,1,2,CA,5,1,5,1,5,1,5,1,5,1,2,5,2,5,3,3,4,3,4,1,4,5,4,4,2,3,1,4,4,5,2,5,3,3,2,5,3,3,3,3,5,1,3,1,4,2,5,3,4,5,True
3,20,1,1,1,1,US,3,4,3,4,3,3,3,3,3,4,4,3,5,4,3,4,3,3,4,3,4,4,4,3,3,3,3,3,3,3,3,4,4,2,3,3,4,3,5,3,4,4,5,3,4,2,3,3,4,4,True
13,18,1,2,1,2,US,1,1,2,2,2,2,1,5,2,5,4,3,5,2,4,3,3,3,5,3,5,4,3,3,4,4,2,4,4,4,3,3,5,3,3,3,3,3,3,3,2,3,4,3,3,2,3,2,4,4,True
3,31,1,2,2,2,US,3,4,4,4,2,4,1,4,1,5,4,3,4,2,2,4,3,3,2,3,1,3,1,5,2,5,3,5,5,4,4,2,4,2,4,1,4,1,4,4,3,2,3,3,3,3,4,2,3,3,True
3,19,1,1,1,1,US,2,4,3,4,4,2,2,5,2,5,1,5,4,4,1,1,5,1,1,4,1,4,1,3,2,2,2,4,3,4,3,2,5,3,4,2,1,1,1,4,3,2,4,1,5,1,5,4,5,5,True
3,51,1,2,1,2,US,2,1,4,2,5,2,5,3,3,2,5,2,5,1,4,4,4,4,4,5,1,5,3,5,1,4,2,4,4,1,2,2,2,5,2,4,3,3,3,3,5,3,5,2,3,1,3,4,4,5,True
3,23,2,1,1,1,US,2,4,4,4,3,2,1,3,2,4,5,3,3,3,2,3,3,3,3,3,2,4,2,4,3,5,2,4,4,4,4,4,5,4,2,3,4,3,2,4,3,2,5,2,4,1,4,3,4,5,True
